timestamp,event,event type,data,event group,front gear num,front gear,rear gear num,rear gear
2025-02-26T13:19:41.000Z,frontGearChange,marker,805443588,,2,48,4,24
2025-02-26T13:19:42.000Z,rearGearChange,marker,805442821,,2,48,5,21
2025-02-26T13:19:43.000Z,rearGearChange,marker,805442310,,2,48,6,19
2025-02-26T13:19:43.000Z,rearGearChange,marker,805441799,,2,48,7,17
2025-02-26T13:19:46.000Z,distanceDurationAlert,marker,1000.00,1,,,,
2025-02-26T13:20:54.000Z,rearGearChange,marker,805442310,,2,48,6,19
2025-02-26T13:20:55.000Z,rearGearChange,marker,805442821,,2,48,5,21
2025-02-26T13:21:05.000Z,rearGearChange,marker,805443588,,2,48,4,24
2025-02-26T13:21:37.000Z,rearGearChange,marker,805444355,,2,48,3,27
2025-02-26T13:21:41.000Z,rearGearChange,marker,805443588,,2,48,4,24
2025-02-26T13:21:44.000Z,rearGearChange,marker,805442821,,2,48,5,21
2025-02-26T13:22:10.000Z,rearGearChange,marker,805443588,,2,48,4,24
2025-02-26T13:22:46.000Z,rearGearChange,marker,805442310,,2,48,6,19
2025-02-26T13:22:59.000Z,rearGearChange,marker,805441799,,2,48,7,17
2025-02-26T13:23:05.000Z,distanceDurationAlert,marker,1000.00,1,,,,
2025-02-26T13:23:13.000Z,rearGearChange,marker,805442310,,2,48,6,19
2025-02-26T13:23:19.000Z,rearGearChange,marker,805442821,,2,48,5,21
2025-02-26T13:23:28.000Z,riderPositionChange,marker,transitionToSeated,,,,,
2025-02-26T13:23:29.000Z,riderPositionChange,marker,seated,,,,,
2025-02-26T13:23:33.000Z,rearGearChange,marker,805443588,,2,48,4,24
2025-02-26T13:23:58.000Z,rearGearChange,marker,805444355,,2,48,3,27
2025-02-26T13:24:04.000Z,rearGearChange,marker,805445122,,2,48,2,30
2025-02-26T13:24:47.000Z,rearGearChange,marker,805441288,,2,48,8,15
2025-02-26T13:25:05.000Z,rearGearChange,marker,805440523,,2,48,11,12
2025-02-26T13:25:21.000Z,rearGearChange,marker,805441799,,2,48,7,17
2025-02-26T13:25:28.000Z,rearGearChange,marker,805442310,,2,48,6,19
2025-02-26T13:25:35.000Z,rearGearChange,marker,805442821,,2,48,5,21
2025-02-26T13:25:38.000Z,rearGearChange,marker,805443588,,2,48,4,24
2025-02-26T13:25:44.000Z,distanceDurationAlert,marker,1000.00,1,,,,
2025-02-26T13:26:08.000Z,rearGearChange,marker,805442821,,2,48,5,21
2025-02-26T13:26:10.000Z,rearGearChange,marker,805443588,,2,48,4,24
2025-02-26T13:26:22.000Z,rearGearChange,marker,805442821,,2,48,5,21
2025-02-26T13:26:47.000Z,rearGearChange,marker,805443588,,2,48,4,24
2025-02-26T13:26:47.000Z,rearGearChange,marker,805444355,,2,48,3,27
2025-02-26T13:26:57.000Z,rearGearChange,marker,805446145,,2,48,1,34
2025-02-26T13:27:34.000Z,rearGearChange,marker,805445122,,2,48,2,30
2025-02-26T13:27:35.000Z,rearGearChange,marker,805444355,,2,48,3,27
2025-02-26T13:27:36.000Z,rearGearChange,marker,805443588,,2,48,4,24
2025-02-26T13:27:43.000Z,rearGearChange,marker,805442310,,2,48,6,19
2025-02-26T13:27:43.000Z,rearGearChange,marker,805441799,,2,48,7,17
2025-02-26T13:27:43.000Z,rearGearChange,marker,805441288,,2,48,8,15
2025-02-26T13:27:45.000Z,rearGearChange,marker,805441033,,2,48,9,14
2025-02-26T13:27:45.000Z,rearGearChange,marker,805440778,,2,48,10,13
2025-02-26T13:27:45.000Z,rearGearChange,marker,805440523,,2,48,11,12
2025-02-26T13:27:46.000Z,rearGearChange,marker,805440268,,2,48,12,11
2025-02-26T13:27:53.000Z,rearGearChange,marker,805440523,,2,48,11,12
2025-02-26T13:27:54.000Z,rearGearChange,marker,805440268,,2,48,12,11
2025-02-26T13:28:30.000Z,distanceDurationAlert,marker,1000.00,1,,,,
2025-02-26T13:28:30.000Z,rearGearChange,marker,805440523,,2,48,11,12
2025-02-26T13:28:30.000Z,rearGearChange,marker,805440778,,2,48,10,13
2025-02-26T13:28:30.000Z,rearGearChange,marker,805441033,,2,48,9,14
2025-02-26T13:28:35.000Z,rearGearChange,marker,805441288,,2,48,8,15
2025-02-26T13:28:36.000Z,rearGearChange,marker,805441799,,2,48,7,17
2025-02-26T13:28:40.000Z,rearGearChange,marker,805442310,,2,48,6,19
